age,sex,children,wage
27,0,1,10834.721339411699
40,1,1,15569.382319356704
36,1,1,15340.998359967443
27,1,1,14623.21698517045
22,0,0,8883.724724289557
30,1,1,14644.39997197867
38,0,1,13609.029556724607
31,1,1,16101.646235043409
36,0,0,8066.600548074514
33,0,0,9332.026899608014
30,1,1,14123.861433222664
25,0,1,12461.776771757304
14,0,0,5764.84571131262
26,0,0,9376.964842791609
30,1,0,12467.36416198781
27,1,0,12952.14575526172
34,0,1,12096.9190664747
23,1,0,10766.715624170014
22,0,0,7443.57777790691
24,0,0,7506.29619607982
31,1,1,15296.734997545027
34,1,0,14269.378987942348
23,1,0,10331.320183263631
32,0,0,9417.964637614108
13,0,0,6464.359750932428
28,0,0,8454.780081150884
30,0,1,11983.63009211703
28,0,1,11679.533732251432
29,1,1,14054.200713152626
43,1,0,10692.312227662258
22,0,0,6350.022839739084
31,0,0,9034.33465422274
35,1,0,12104.50834282337
29,1,0,11119.969393722948
35,0,0,10511.971795107725
26,1,0,12946.954527594307
27,1,0,11344.349263728842
32,0,0,6091.666277553764
29,0,1,10516.847987815148
36,0,1,12258.95119282564
34,1,0,12868.47151046824
28,1,0,12299.135648726955
43,0,1,11516.707235097843
30,0,1,10435.62666792429
22,0,0,8606.937776181021
27,0,1,11868.430515754886
43,0,1,11848.376819037781
40,0,0,9220.024739145807
16,1,1,14655.941021908457
32,0,1,11385.639906909282
26,1,0,9942.422821177173
27,0,1,11056.613031731122
37,1,1,14904.771525177131
31,0,0,8337.198592692968
22,1,0,12072.491814488445
44,1,1,16397.785634355652
36,0,1,11237.942199726585
18,1,0,9772.887615008493
51,0,1,14470.167838454125
1,1,0,8682.044245034953
31,1,1,14767.880481736525
25,0,1,11174.59535008062
19,0,0,7530.097136436086
33,1,0,13529.411336173354
24,0,1,9742.84249419668
23,1,1,14434.067152527366
22,1,1,12454.893396617786
40,1,1,15430.554334760758
26,0,0,7957.050004011393
30,0,0,9818.988449238239
25,1,1,14182.304812695278
20,1,0,9667.253727904257
22,1,1,13111.44812053954
15,1,0,11363.146953573025
19,1,0,9032.774583531083
39,1,1,14618.820149806274
25,0,0,8218.744865550418
27,1,0,11160.312868046198
33,1,0,11779.208001420213
37,1,0,12649.518063921183
33,0,1,12534.841202734051
25,0,0,8076.53889471703
18,1,1,14995.23530509527
28,0,0,8149.9881662626985
41,0,1,12997.107452997456
22,0,1,12080.016550367898
35,0,0,9228.249291100099
24,0,0,7621.161315351718
33,1,1,15297.388077335829
25,1,1,13502.404951726774
35,0,0,9042.200436766696
19,0,1,10212.555678005649
38,0,0,10771.994817266988
17,1,1,12561.951301698587
36,0,0,9725.617941239994
7,1,0,7376.3105734419905
25,1,0,11749.671662572004
56,0,1,14168.674738295173
26,1,1,14832.208363039936
23,1,1,12696.671074403532
35,0,0,8593.630463716934
47,1,0,13903.178317730066
8,0,1,9210.977361947653
32,0,0,9431.659645621367
29,1,1,13517.209930446303
55,1,0,14505.022581309591
20,0,0,6382.1674361983305
32,0,1,12862.00190460397
36,0,1,12493.191093884323
24,1,0,12447.822580191423
10,0,0,6515.310867627656
46,0,1,12635.775588291786
19,0,0,8151.821713070759
38,1,0,12625.157967794823
29,1,0,12157.191727482434
34,0,1,10545.556125248691
18,0,0,6861.130659819781
27,1,1,14559.535615533949
33,0,0,9036.685647613915
44,0,0,10278.269002564375
26,1,0,11548.261427344145
19,1,0,12737.328225311452
18,0,0,7240.391076122808
46,0,1,14417.32316964367
36,1,0,12594.579601005118
22,0,1,9955.670292670024
32,1,0,12755.826175446677
14,0,0,7674.431241129181
33,1,1,15385.024465595288
32,1,0,12023.840577672321
28,0,0,7513.2386037938
19,1,0,11404.160740317866
30,0,1,10692.638842350054
29,0,0,8186.758171680882
34,1,1,16140.54274211792
37,1,1,16939.002715662667
21,0,1,10352.523355939933
14,0,1,9460.57963463729
30,0,0,9466.01567570088
34,0,1,10319.714737768465
36,0,0,10335.993434303422
38,1,0,13468.5008742292
32,1,0,12279.548221194307
19,1,0,11967.874855247846
34,1,0,13086.980052363635
36,1,1,14685.012837073642
26,0,1,8059.210130639963
36,1,0,13546.181473751896
29,0,0,9533.71362233888
11,0,0,5411.892054565429
28,0,1,10683.759714764501
30,1,0,11202.248317072408
29,1,0,11321.558403758787
21,0,1,9649.508663151617
29,0,1,13264.023270352405
11,0,0,7547.714484331531
27,1,0,10939.417530975079
25,0,1,9297.692502285665
19,1,1,13588.734015262893
30,0,1,10644.964282665738
28,1,0,12530.852010612907
39,0,0,11293.369669041673
42,1,1,16334.140133237843
38,0,1,11308.155140517973
23,1,0,11753.380098959797
20,1,1,14092.064029079529
39,0,1,11889.869360885441
29,0,1,12956.62523218261
35,0,1,12423.200521630191
49,1,1,17954.351905377353
30,0,1,11286.519799869615
28,0,1,9984.511757368398
35,1,1,15104.284273803754
45,1,0,14538.693910852737
29,1,0,11789.503786096388
12,1,0,9057.21904114191
37,0,1,13097.852616125943
29,0,0,7399.941591612419
41,0,0,10899.541185075734
38,0,0,8317.445752334763
37,1,1,14763.721095872714
17,0,0,5792.970818983931
36,1,0,13734.824436172754
11,0,1,10641.630676185128
25,0,1,10498.069330320435
51,0,1,14591.924798660195
37,0,1,9941.765555883949
26,1,1,14067.24483283596
37,1,1,17736.759189461354
19,1,0,10905.542667020854
28,0,0,6894.525170686469
24,1,0,11442.693912410448
30,0,0,10026.792444156425
25,1,1,12146.96427138152
29,1,1,15100.301420285285
32,1,0,11483.612262928958
27,1,1,13341.020327894714
25,0,1,10887.688229562682
35,0,0,7456.673134484483
39,1,1,14534.373057973171
36,1,1,15158.602664949009
41,0,1,12856.080349976462
21,0,0,8216.827542743322
33,0,1,12114.044561452065
26,0,0,8650.90904025518
36,1,0,13929.817197570068
33,0,1,11131.309790206473
44,1,0,12989.240827947282
23,1,0,11858.775092469512
38,0,1,12972.471325444445
22,0,0,8499.602301264971
15,1,1,14371.297566373054
17,1,0,8654.280588819209
29,0,1,9102.350668403162
27,0,0,7840.653125268871
44,1,0,13967.21854040644
6,0,0,5193.39740873375
19,1,0,11580.347326790088
27,0,1,9182.679838611411
19,0,0,7234.27824894683
25,0,1,9585.516286728458
28,1,0,11993.440877659938
38,1,1,15315.925809240893
18,1,1,12361.129788024264
30,0,0,9634.780444031152
56,0,1,13219.05006599005
23,1,0,10893.968961623297
26,1,0,11276.6539816944
39,0,0,9271.404281130783
19,1,0,13068.466801024944
34,1,0,12042.489788470946
17,0,0,7297.572158998029
34,0,0,9768.379832413368
39,1,1,16635.51792601093
29,1,1,15108.14304110748
32,0,0,6627.4108775610675
25,1,1,16124.668327796553
37,1,0,13408.510392571297
20,1,0,10729.053691324274
37,1,0,14433.720802274067
28,1,0,13312.568516229576
15,0,0,7902.830865237027
40,1,0,12077.421286990262
23,0,1,12443.048263852304
14,1,0,10506.808289913983
19,1,0,10271.305760525225
40,1,0,14393.066280599844
25,1,0,11556.8934710752
38,0,0,10999.68736301454
36,1,0,13399.640813070104
23,1,1,13800.388086157995
26,1,0,11924.958678336623
32,0,1,12109.923644508415
31,0,1,12661.632759705828
22,1,1,14031.932949301074
35,0,0,8639.16936405929
34,0,0,9873.216014252
26,1,0,11045.233362934017
53,0,1,13035.904764486524
21,1,1,15173.952971418055
44,1,0,12583.074604000032
44,1,1,16701.62367854027
32,0,1,13234.243652518606
39,1,0,13501.83314976541
41,1,1,14980.448050071844
26,0,1,11775.701954916674
20,1,0,9844.093592857489
23,0,0,7892.174684323303
20,1,0,10949.09659486177
27,0,1,9850.288257689823
6,0,0,4865.815191917639
25,0,0,9048.972857232908
28,1,0,11993.762325100666
34,0,0,9360.464347850784
52,0,1,14567.120454814389
17,1,0,10201.682412374083
31,0,1,11022.941333031255
39,0,0,8193.553703961225
33,1,0,11688.43350954607
31,0,0,8728.927772557208
28,0,1,9373.175504317387
44,0,0,8669.29827128063
32,1,0,13011.372380500761
23,0,1,11071.874265622484
3,0,0,4608.401666525813
28,0,0,8517.154596337346
30,1,1,15114.491412741221
24,1,0,11873.719699389718
40,1,1,13257.690407728183
38,1,0,12128.24321855971
25,1,0,11955.027024690127
41,0,1,13891.77099249763
41,0,0,10145.873352889845
20,0,0,8711.846846221699
24,1,1,14572.080227356957
30,1,1,15564.430308451501
25,0,0,7838.35908540249
22,1,1,13810.717749199
15,1,1,14415.617709560482
34,1,1,15569.919096921129
32,1,1,14566.725645079761
27,1,1,15780.071454267207
25,1,0,9812.007195467057
30,1,0,10400.96632117943
34,0,0,11201.345842280856
35,0,0,9165.706676034266
37,0,0,9506.14769347775
32,1,1,15219.501100655689
29,1,1,13975.692809005384
30,0,0,9204.745963849735
34,0,1,12122.328373773462
16,1,0,9290.053132296674
17,1,0,10983.599405956422
39,1,0,13757.712529090548
36,0,1,13176.748820468265
42,1,1,17187.275059624266
20,1,0,12246.350368246023
25,1,0,12225.256280811218
19,1,0,9947.67316392214
10,0,0,4869.511100502241
41,0,0,11352.611065279403
14,0,1,9602.050064203437
18,0,1,9735.63479340508
47,0,1,12591.210986441143
26,1,1,14287.524432345634
53,0,0,10971.967605337813
36,0,0,8782.506197519378
22,1,0,10610.47610857835
14,1,0,9528.64809412058
26,1,0,10876.244112792883
24,1,0,11578.325931995847
27,0,0,8435.149059698484
25,0,1,10710.702825604963
35,0,1,12630.177226258427
32,1,0,10870.82616335734
28,1,0,12728.410048518328
10,0,0,5269.5963671048485
8,0,0,5767.952660050929
29,1,1,16723.703645197056
31,1,1,15636.667020375702
26,1,0,10861.246927923059
42,1,0,12835.051009184233
29,0,1,10489.60077438939
22,1,1,14916.53189269421
30,0,0,8102.365657286462
35,1,1,15069.713161757989
32,0,0,7398.992472505501
25,0,0,7297.449260566813
49,0,0,11693.526332089947
27,0,0,7884.626892444339
36,0,1,12718.880383767379
28,0,0,6601.35614480018
24,1,0,12063.759788153719
16,0,1,9248.434400548398
40,1,1,15225.75934271806
7,0,0,5711.187074860685
32,0,0,8505.29952265568
21,0,0,7777.664824187707
3,0,0,4053.519044480908
24,1,0,9159.108588087412
29,0,0,9579.077419342475
28,0,0,7248.995333956502
27,1,1,14960.344698064784
52,1,0,14988.002536830021
35,0,1,11733.231236731517
30,0,1,12418.1013365201
12,1,1,12865.978928882942
21,1,0,10757.09753121191
18,1,0,9851.42954124935
23,1,0,11161.927441349253
44,1,0,13281.486722668478
21,1,0,10379.260691221149
37,1,0,11999.55168041908
31,1,1,14704.121031926239
43,1,0,14972.03392870212
16,0,0,7078.318726753727
36,0,1,12829.492199556476
22,0,0,8970.719367092172
19,0,1,8810.10365418129
27,0,1,10118.792877203667
23,1,0,9247.475716020968
29,1,0,11666.536240033834
22,1,0,10952.114889061551
34,1,1,14077.473441048225
17,0,0,6835.848901107605
37,0,0,9466.925176579949
29,1,0,11718.10916276617
17,0,1,9951.384818911385
38,0,0,9152.939671322898
24,0,0,8618.523900210239
36,0,0,11396.45762632755
34,1,1,17000.327576223986
15,1,1,11758.09009136962
17,1,0,8814.949556343945
39,1,1,16535.64758762707
15,0,1,10049.625098198458
25,0,0,8045.631951581786
43,1,0,14810.568090183791
11,1,0,9439.07515711214
36,1,0,12745.479238396369
19,0,0,9045.39287984696
34,0,0,7955.872591029877
29,1,0,10574.251733209565
14,0,0,8316.48655105431
15,1,0,9975.213332353163
26,0,0,6515.438221777249
39,1,0,13504.143408652211
38,0,0,10410.763604406471
8,1,0,8437.328416098144
36,0,1,11624.398144669918
21,1,0,10162.939857434021
46,0,0,9234.72260171007
39,1,0,12405.183656845029
36,0,1,12122.174585622317
39,0,1,11096.73168957099
37,0,1,10072.026649278621
45,0,0,10265.50899956582
34,1,1,15668.16349340359
16,1,0,9337.220560548729
36,1,0,13134.626574318718
30,1,0,13872.334226836767
39,0,1,10375.7754619919
23,0,1,13173.931511726512
39,1,1,16844.393232219478
44,0,1,12985.797966415641
37,0,1,12209.81663404231
28,1,1,14644.583936862353
37,0,1,11743.565511837416
23,1,1,13813.380386788016
27,1,1,15145.67314911982
44,0,1,13508.922319531168
29,0,0,9147.84649759458
21,1,1,11822.22471610394
27,1,1,14757.46893797636
32,0,1,11663.166659745826
22,1,0,11706.891982326897
34,1,0,13042.93526983378
46,1,0,14032.491347218147
36,1,1,15166.232288512467
42,1,0,12237.17298730993
32,0,0,10017.173479148645
34,1,1,15271.011669776906
29,1,0,12287.860465867148
28,1,0,12301.580780371347
22,1,0,12383.911348818827
15,0,1,9894.536477818063
32,0,1,12009.029380275744
18,1,0,11587.024635649152
19,1,0,12012.54420914322
28,0,0,7841.505462372326
31,0,0,7584.2822961978
20,0,0,8124.696370688631
33,1,1,17257.71129918709
32,1,0,11477.247171213787
13,1,0,9163.624088080991
54,1,0,14121.810847760577
29,0,0,7971.116165185993
48,1,0,15422.579052581703
23,1,0,12815.236395391792
37,1,0,13805.111913808285
17,0,0,5844.313224775996
38,1,0,13374.267734758636
35,1,1,16424.02372076953
24,0,0,8326.226553109147
36,0,1,11522.224834805162
33,1,1,12904.352414111072
31,1,0,12413.946151668582
26,1,1,16613.557141393507
49,1,1,17003.566897719018
30,1,1,13426.2812687767
29,0,0,7221.7758677704
52,0,1,13689.434705228143
46,0,1,12138.381333940983
24,0,1,13058.886166860084
37,0,1,12739.119673160847
39,1,1,16633.53590007748
30,0,1,12477.195154424888
27,0,0,10019.788970572044
23,0,1,11410.099887739301
23,1,0,10402.433482600652
32,1,0,12386.733018034784
27,1,0,11113.329744387525
26,1,1,13830.20912872643
43,0,1,13483.561202785331
31,0,1,12230.629195075382
28,1,0,10964.947113027029
46,0,0,10983.205084820227
22,1,0,11207.951586452284
16,1,0,9181.220897485742
15,1,0,10769.985622835653
33,0,0,8010.199104535209
38,0,1,13718.537885113721
27,0,0,6811.504200248086
28,0,0,7790.780848192185
46,1,0,14939.866302845647
33,0,1,10268.513643658927
12,0,0,7339.249426154412
29,0,0,9587.677158787666
34,1,0,12956.07440642779
43,0,1,12376.110834533774
28,1,1,14674.33615493311
34,1,1,15404.80391864004
38,1,1,16464.070472725103
27,1,1,13845.953742919774
36,0,0,8311.3047207789
19,0,0,5674.859041312001
52,1,0,14474.314213587484
36,1,1,14651.883774581627
46,1,0,14000.560310816172
27,0,0,7393.389000525072
11,0,0,7152.561243828038
26,0,1,12299.229919896829
45,0,1,12690.352685558039
25,1,0,11344.878603543913
31,1,0,11639.770009729133
7,1,0,10068.120688924942
30,0,1,9917.815869331913
32,0,1,12265.257126032024
24,0,0,6952.728650700286
35,0,0,7275.176601292726
37,1,0,13232.086016757276
28,1,0,13258.203879578137
22,0,1,9062.237375805733
20,0,0,6339.447775536952
19,1,1,13278.06948237504
50,1,0,14159.319231861151
28,0,0,9253.614195273034
37,0,1,9502.958204733724
42,0,0,9312.708578929265
25,0,0,8632.882482751707
13,1,0,10092.614164568602
33,1,0,11303.65420830316
34,1,1,15586.02995273427
21,1,0,10049.48007102083
2,1,0,9272.078536172254
18,1,0,11074.645553752314
29,0,0,8328.230224535428
38,0,1,13070.165104783555
42,1,1,17584.761487665906
43,1,0,13590.052571231046
27,0,1,9603.305134765811
17,1,1,12994.624193756683
30,0,0,6769.518737878108
31,0,0,7784.2779712648935
31,1,0,13429.921855699651
44,0,0,10304.703720555888
39,0,1,14090.061564983927
45,1,1,15769.239657747044
17,0,0,6291.680504040787
37,1,0,14381.54048538168
24,1,1,13786.003747916728
50,0,1,14509.871346926817
20,1,0,10090.758458747789
10,1,0,9775.678034533657
43,1,0,14251.287791038532
29,0,0,8893.222322592299
31,0,1,12672.687204332484
33,0,0,9828.532544697835
30,1,0,11695.83842843992
28,1,0,13354.778985776678
27,1,1,13230.350851777865
5,0,0,3713.8447556490682
39,0,1,13227.187912577454
29,0,0,7114.247206221674
29,0,1,11814.921266287094
55,0,1,13907.277474821909
41,1,1,16623.815964191283
36,0,1,12428.479187411258
30,0,1,11110.87114652596
41,0,1,12238.4498281829
33,0,0,9375.388029194608
27,0,1,10522.08768714901
21,0,0,7244.895466719108
30,0,1,11295.745862074455
24,1,1,14767.43688226706
31,0,1,11113.496895199394
32,0,1,11940.562251043364
41,1,0,15387.203219877592
40,0,1,13001.095911557944
26,1,1,13124.401604228613
36,0,0,10707.859976149452
23,1,1,14291.103256985562
38,1,1,15110.242844170742
21,1,0,8964.806302591887
26,0,0,8111.174864414628
36,0,0,8106.247009980934
36,1,1,13007.672272790096
39,1,1,17559.442868916434
21,0,0,7678.617942248864
34,0,0,8862.35841615745
22,0,0,7541.633442050651
16,0,1,9849.104538070456
22,1,0,11045.011303222418
28,1,0,13670.578841058992
37,1,0,12615.57669453744
31,1,0,11478.957775058976
32,1,0,13294.779060729075
31,1,1,13911.022206021209
15,0,1,9898.547263074688
27,0,1,12034.822980781315
33,1,0,12695.985805289642
35,1,0,12889.983324332885
18,1,0,10095.672017705914
21,0,0,7271.227272730779
56,1,0,16005.03480524151
33,0,1,13438.949086453802
33,1,0,13477.291729939652
3,1,0,8354.229000627745
22,0,0,6643.831713535376
19,0,1,9961.962692622239
36,1,0,11559.201385507688
49,0,1,13345.31581349374
26,1,0,11337.612791251884
24,0,1,10126.856011469874
17,1,0,11731.588753463919
12,0,0,7466.275980394699
53,1,1,17864.74154591122
39,0,1,13397.15267272113
31,0,0,7198.465759076495
35,1,1,15255.457920895944
27,0,0,8223.323524076088
27,1,0,13700.353179210675
43,1,0,14580.4412232176
22,1,1,13196.609491251535
30,0,0,8264.653847034138
10,1,0,10773.047315118738
43,0,1,12608.554762399875
37,1,1,15058.904133950662
29,0,0,7424.1432948860365
20,1,0,10411.054260807112
28,0,1,11820.515452176602
25,1,0,12462.680031010908
24,1,1,13926.659734728033
7,0,1,8270.21473120657
28,0,1,12869.512641972167
25,0,1,11779.19508075351
37,0,1,11938.872041357983
35,1,0,13005.536506650516
22,1,0,10127.296964460102
41,1,1,15904.52511683874
31,1,0,12730.938648812518
28,1,0,10991.637690182837
28,0,1,11308.60462568936
30,1,0,10673.199963195186
23,1,0,10728.481175762896
26,0,0,8231.04381775828
27,1,0,10978.659174414282
39,1,0,11841.845437892685
17,0,0,6081.2207384813655
18,1,0,11948.518749994848
33,0,1,11092.724614980614
40,1,0,13962.414554472447
47,1,0,14081.042090160763
18,1,1,13711.903177512644
17,1,1,14174.207232951969
35,0,0,8614.2273084135
51,1,1,15571.409134832356
29,1,0,11171.940509397378
36,0,1,11525.784935393254
40,0,1,11789.183745491162
35,0,0,9097.243344931021
26,0,1,10124.496745697243
24,1,0,12602.244121982527
10,0,0,5764.98240182893
36,1,1,14310.186073804976
11,0,0,5062.672193510338
10,1,0,8156.539394709706
19,1,1,15435.192766606775
27,1,0,10152.832274953213
32,0,0,9481.240307432434
16,1,0,9976.463039685563
30,0,0,6272.935253487653
45,0,1,12456.774981110468
23,0,0,9549.310259475635
31,1,1,14275.598695074126
37,0,1,12000.139209304416
27,0,0,8322.546492673195
29,0,1,12746.34101017951
12,0,1,8127.084442050618
29,0,0,7643.296057882315
32,1,0,12127.63094833271
27,0,1,11054.597712729399
24,1,0,11514.215040937308
19,1,0,9437.294702737261
33,1,0,12319.950638857017
36,0,1,11719.79115207927
26,0,1,11335.464493678064
33,0,0,8778.699331131298
20,0,1,10169.106396170639
20,1,1,14623.191968619489
23,0,1,10527.204672290281
22,0,0,7294.776398120084
20,0,0,8710.572030558988
23,1,0,11800.731729288465
25,1,1,14537.610859568624
20,1,0,11494.391608303447
32,1,0,10981.157833386447
23,0,1,8687.00742618476
19,1,0,11171.44037215596
26,0,0,6488.871248677499
26,1,0,10808.039806183635
21,0,1,10702.027584627098
28,1,0,11743.858509989033
47,0,1,14687.104714248593
35,0,0,9796.32875550173
0,0,0,4583.0320003429715
27,1,0,12929.600999620136
42,1,0,14331.259679005363
17,0,0,6454.913717646678
19,0,1,8687.594187571613
40,0,0,10078.289756724696
39,1,1,13672.803773777794
36,1,1,13454.992290652806
35,0,1,11418.456253420167
29,0,0,9230.533771522869
18,0,0,6532.218997066299
38,0,0,8301.096602597061
38,1,1,17273.951917140927
39,1,0,13041.60740841618
29,1,0,12190.694751348272
36,1,0,12838.774282250848
41,0,0,10867.819225257603
16,1,0,10370.324325881673
31,1,0,11655.524040611592
35,0,1,10624.727893627361
37,1,0,11571.583259465806
39,1,0,12248.00578080268
34,0,0,8792.69722953931
42,1,1,17975.99705773034
18,0,1,10061.406524376756
30,0,0,8512.136408909142
33,1,1,16017.392658467692
45,0,0,11534.60527283105
36,1,0,15016.116822277554
27,0,1,11904.977208720753
39,1,1,15546.185310607014
31,0,1,13578.693873286757
8,0,0,4887.435013198308
39,1,0,12311.165691505023
32,1,0,12048.606949697722
26,1,0,12231.633982456504
47,1,1,17707.98364320297
24,0,1,9454.384954905196
31,1,0,12255.567108189462
29,0,1,10833.6131559735
30,0,0,9783.305575929393
13,0,0,6179.234430255424
16,0,1,8960.885989992576
30,0,1,12660.1506785967
13,1,1,12390.098808755161
36,0,0,10752.143443131878
36,1,1,14698.85326758437
31,1,0,9110.657831622242
33,1,0,11739.333531448323
41,0,1,11940.219260742851
29,0,0,8054.352535274102
30,0,0,7590.65878560672
31,1,0,12034.854749545224
42,0,0,9720.685565629545
19,0,0,6604.032774160907
-2,0,0,4181.248980050279
21,1,0,11302.1018492088
36,1,1,16499.31319511789
45,0,1,12903.228860655896
35,0,1,10903.392187084359
31,1,0,10455.195590127256
28,0,0,8445.679051343437
39,0,1,11097.90586406062
31,1,0,12500.945914798707
29,0,0,9947.444735931062
18,1,0,10110.50844561665
22,1,0,10855.00742563672
24,1,0,10289.604053846624
25,0,0,6368.73195991812
37,1,0,12482.108870062864
34,0,1,11603.723151948661
25,1,1,13975.496008932478
19,0,0,6612.899555364148
18,0,0,7225.063563497018
25,1,0,10667.218204276141
41,1,0,14973.359237970135
26,0,1,10768.082898612012
14,0,0,6183.291061779981
28,1,0,11084.06853859536
30,1,0,13540.080185689072
37,0,0,10919.173611298595
27,1,0,12328.913284344599
35,0,0,7682.206638743107
16,0,1,11238.160170331055
29,1,1,14176.643600011374
32,0,1,11835.004954077367
26,1,0,11486.589479671962
37,0,0,9438.616106146737
23,0,0,6345.146928629652
29,0,0,7939.891515414979
18,0,1,8931.0865338841
46,0,1,14010.705818930612
22,0,0,7094.897962206052
6,1,1,11307.740326615303
25,1,0,12128.826449471904
29,1,0,12021.313451316435
19,1,0,10810.065681622547
18,0,0,8280.929775478564
19,0,0,7153.273091440702
29,1,0,11776.293895751212
22,0,1,9670.111997143636
39,1,0,12906.902728582432
23,0,0,5371.255038589412
21,1,0,12205.836493444782
28,0,1,10640.235995365514
15,1,1,13441.242396787211
29,0,0,11368.071629609225
33,1,0,12395.685406687602
25,0,1,11610.838496967384
27,1,1,15171.68300820414
26,0,1,10986.437338927586
33,1,1,14703.640165217223
21,0,0,7640.179990930283
31,1,0,12390.85104882579
27,1,1,14691.52836183277
37,1,1,16322.04795369219
25,1,0,11160.22323414227
22,1,0,10425.19485911397
43,1,1,13820.30020965755
24,1,0,11370.720131849528
32,1,0,11363.521936432313
39,1,1,15850.230619109609
54,0,1,13812.141717121327
26,0,1,9456.172999317994
35,0,1,12407.975524814434
37,0,1,12626.700750379656
30,0,0,9152.770722925186
27,1,0,10149.505256484246
33,1,0,11489.570170072438
32,0,1,11182.02262098041
34,0,0,7674.522362416022
21,0,1,12120.36775704268
14,1,0,9367.922825053385
14,1,1,11943.274736109484
25,1,0,11693.24315588075
22,0,1,10548.27403903313
21,1,0,11522.518191950418
34,1,0,13208.586270813006
22,1,1,13894.599170134221
38,1,0,12896.448516586948
19,0,1,8985.261231797833
26,0,1,10149.074897484119
33,1,0,10605.222464337265
24,0,0,6418.5898193504545
42,1,0,14764.771398971176
37,0,0,9590.479544516502
16,0,0,5765.102154742005
40,1,1,15405.697200152408
20,1,1,14495.968754870675
23,1,0,9153.739398142094
34,1,1,14923.721050337494
35,0,1,10509.949154834016
29,0,1,10479.562094808074
34,0,1,9814.884627524694
39,1,0,12519.836732054337
41,0,1,13688.646755104724
29,0,0,8821.730164837863
29,0,0,6850.869046725276
13,1,0,10409.146486693262
37,1,0,14042.416871303389
30,1,0,11358.39433256064
31,1,0,11805.439643492919
38,1,1,16521.53114570131
37,0,1,10065.478098070864
18,1,0,10023.414355152887
20,1,0,11046.291658692884
28,1,0,12558.840989631488
24,1,0,11787.32160442235
32,0,0,8475.979357727749
30,1,0,11522.812826458052
38,0,1,13837.276054341586
30,0,0,9351.699957672934
20,1,1,14650.686654287181
36,0,1,12576.140263931346
52,1,1,17554.120335535677
26,0,0,9142.379839928213
25,1,0,11018.461527380623
34,0,1,12281.850154696409
43,0,0,8866.467653402266
26,1,0,11303.102906073258
29,1,1,14132.111204078916
34,1,0,13401.019139873048
32,0,0,9191.468359909062
26,1,1,14095.973783404825
16,0,1,10282.529941706205
8,0,0,6702.989447949744
23,0,0,8884.165429124665
31,0,1,11829.076494290075
36,0,1,12779.68309485167
52,1,1,17132.09889846127
29,0,0,7387.558897109658
38,0,1,11780.215282209916
32,1,0,11624.557392370018
24,0,0,6428.259936399941
35,1,0,13408.715134333888
26,1,0,10196.044398043447
39,0,1,10496.187407869835
34,1,1,16273.356444111821
28,1,1,14562.05271012972
28,1,1,14773.017458311862
15,0,0,7168.182974454294
29,0,1,12043.371064814477
39,0,1,12616.937453159726
22,0,0,4539.9145939737755
18,1,0,10733.752613387604
27,0,0,8149.325297050889
23,1,0,12095.278113507
21,0,1,9595.686596701076
38,1,0,13551.33792484986
40,0,1,13648.051458798018
23,1,0,11216.359255277815
42,1,0,13009.700044467552
32,1,0,12257.475062320404
19,0,0,8417.985706680782
38,0,0,9497.97049327791
29,0,1,12458.724467564445
17,0,1,10596.979158529804
40,0,0,8855.105530428284
44,0,0,10958.650604628805
35,0,0,7624.8515952601365
37,0,1,13181.188648276902
16,0,1,7879.2726929143355
52,0,1,14898.183043575995
31,0,1,11924.539313885762
22,0,0,8473.494767953756
33,0,0,9817.507135722179
49,1,1,14656.45852890192
36,1,0,13372.106307768703
42,0,1,11999.25951729063
34,1,1,14402.774664933127
28,0,1,12460.79045117605
31,0,0,9335.311995902843
29,0,1,12170.247156588397
21,0,1,10376.919820235587
29,1,0,10025.506581532762
28,0,0,8119.203654736091
21,1,0,10801.023135954978
12,1,0,10858.981127232195
29,0,1,10709.710917721859
44,0,1,14260.118204081562
36,1,0,13830.891600738469
15,0,1,9648.06249168624
47,0,0,9632.780697981596
35,0,1,11339.452433276218
36,0,0,10066.014332619687
38,1,0,12643.12092555333
35,0,0,8802.810028099359
17,0,0,5309.991797820024
21,0,1,9902.01339498985
18,0,0,6945.945322244928
18,1,0,12931.01571219894
46,0,1,15070.542073337905
15,1,0,10725.009169133677
30,0,0,8896.765909399628
31,1,1,15123.724082923723
33,1,0,11820.223728996029
22,1,1,15665.746033571235
32,0,1,11492.144976261927
38,0,1,12452.753133364482
24,1,0,11650.918510268531
38,0,0,9554.666705059717
27,0,1,11229.597333604306
29,0,0,9103.085524975193
20,0,1,8799.250705871531
50,0,1,12827.560775669532
23,1,0,10834.205181671052
42,1,0,14154.56767578043
25,0,0,8034.8696514540325
30,1,0,10256.421790739936
30,1,0,11515.837351000544
29,1,0,13068.327635005839
33,1,1,16375.859875456214
37,0,1,11828.8977946162
46,1,1,15565.717549923587
9,0,0,6475.476642941233
23,0,1,10385.378875167433
44,1,1,17052.956759106124
36,0,0,8380.347298993058
33,0,0,8425.345773505871
32,0,1,13354.431409284824
29,0,1,10985.719984003052
41,1,0,12732.660996656263
42,0,0,9764.52025941164
24,1,0,10610.942512078422
46,0,1,12418.220829607999
35,1,0,12915.90971211482
45,0,0,10215.597905731853
40,1,1,16784.465518187215
31,1,0,12056.975302097371
36,0,1,12314.59691178441
18,1,0,10925.68813721112
35,0,1,12890.645227649502
34,1,0,12697.199974397054
